id,depot_lat,depot_long,drive_limit,duty_limit,start_date,end_date,weekday,start_time,end_time,off_duty
43,44.8849345,-93.2131232,10,15,1/1/2022,,4,10:30,22:30,TRUE
43,44.8849345,-93.2131232,10,15,1/1/2022,,5,10:30,22:30,TRUE
43,44.8849345,-93.2131232,10,15,1/1/2022,,6,10:30,22:30,FALSE
43,44.8849345,-93.2131232,10,15,1/1/2022,,7,10:30,22:30,FALSE
44,44.8849345,-93.2131232,10,15,1/1/2022,,1,23:00,11:00,TRUE
44,44.8849345,-93.2131232,10,15,1/1/2022,,2,23:00,11:00,TRUE
44,44.8849345,-93.2131232,10,15,1/1/2022,,3,23:00,11:00,TRUE
44,44.8849345,-93.2131232,10,15,1/1/2022,,4,23:00,11:00,TRUE
44,44.8849345,-93.2131232,10,15,1/1/2022,,5,23:00,11:00,TRUE
44,44.8849345,-93.2131232,10,15,1/1/2022,,6,23:00,11:00,FALSE
44,44.8849345,-93.2131232,10,15,1/1/2022,,7,23:00,11:00,FALSE
45,44.8849345,-93.2131232,10,15,1/1/2022,,1,23:00,11:00,TRUE
45,44.8849345,-93.2131232,10,15,1/1/2022,,2,23:00,11:00,TRUE
45,44.8849345,-93.2131232,10,15,1/1/2022,,3,23:00,11:00,TRUE
45,44.8849345,-93.2131232,10,15,1/1/2022,,4,23:00,11:00,TRUE
45,44.8849345,-93.2131232,10,15,1/1/2022,,5,23:00,11:00,TRUE
45,44.8849345,-93.2131232,10,15,1/1/2022,,6,23:00,11:00,FALSE
45,44.8849345,-93.2131232,10,15,1/1/2022,,7,23:00,11:00,FALSE
46,44.8849345,-93.2131232,10,15,1/1/2022,,1,20:30,7:30,TRUE
46,44.8849345,-93.2131232,10,15,1/1/2022,,2,20:30,7:30,TRUE
